교육_학교급,교육_설립구분,ADM_CD
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
특수학교,사립,11010530
유치원,사립,11010530
유치원,사립,11010530
초등학교,공립,11010530
고등학교,사립,11010530
특수학교,사립,11010530
중학교,사립,11010540
고등학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
중학교,사립,11010540
고등학교,사립,11010540
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010550
유치원,사립,11010550
초등학교,공립,11010550
초등학교,사립,11010550
중학교,사립,11010550
고등학교,사립,11010550
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
유치원,사립,11010560
고등학교,사립,11010560
고등학교,사립,11010560
고등학교,사립,11010560
고등학교,사립,11010560
고등학교,사립,11010560
고등학교,사립,11010560
초등학교,공립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
유치원,사립,11010570
초등학교,공립,11010570
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
중학교,사립,11010580
고등학교,사립,11010580
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,공립,11010600
초등학교,공립,11010600
중학교,사립,11010600
고등학교,사립,11010600
고등학교,사립,11010600
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010610
초등학교,공립,11010610
초등학교,사립,11010610
특수학교,공립,11010610
유치원,사립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
유치원,사립,11010630
초등학교,공립,11010630
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
초등학교,국립,11010640
중학교,국립,11010640
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010670
초등학교,공립,11010670
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,공립,11010690
초등학교,공립,11010690
고등학교,사립,11010690
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,사립,11010700
유치원,공립,11010710
초등학교,공립,11010710
각종학교,공립,11010710
유치원,공립,11010710
초등학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
평생학교,사립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
평생학교,사립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
평생학교,사립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
평생학교,사립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
평생학교,사립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
각종학교,공립,11010710
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
고등학교,사립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010720
유치원,사립,11010720
초등학교,공립,11010720
중학교,공립,11010720
중학교,사립,11010720
고등학교,공립,11010720
고등학교,공립,11010720
특수학교,국립,11010720
특수학교,국립,11010720
방송통신고,공립,11010720
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11010730
유치원,사립,11010730
유치원,사립,11010730
초등학교,공립,11010730
중학교,사립,11010730
중학교,사립,11010730
고등학교,공립,11010730
고등학교,공립,11010730
고등학교,사립,11010730
고등학교,사립,11010730
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,공립,11020520
초등학교,공립,11020520
중학교,공립,11020520
고등학교,사립,11020520
고등학교,사립,11020520
각종학교,사립,11020520
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
유치원,사립,11020540
초등학교,공립,11020550
고등학교,사립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
고등학교,사립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
각종학교,사립,11020550
초등학교,공립,11020550
유치원,공립,11020550
초등학교,공립,11020550
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,사립,11020570
유치원,사립,11020570
초등학교,사립,11020570
초등학교,사립,11020570
고등학교,사립,11020570
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
유치원,공립,11020580
초등학교,공립,11020580
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
중학교,공립,11020590
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020600
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020650
초등학교,공립,11020650
고등학교,공립,11020650
각종학교,사립,11020650
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
중학교,사립,11020680
고등학교,사립,11020680
고등학교,사립,11020680
유치원,사립,11020680
초등학교,공립,11020680
중학교,사립,11020680
고등학교,사립,11020680
고등학교,사립,11020680
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
각종학교,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
각종학교,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020690
초등학교,공립,11020690
중학교,사립,11020690
고등학교,공립,11020690
고등학교,공립,11020690
고등학교,사립,11020690
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,공립,11020700
유치원,사립,11020700
초등학교,공립,11020700
중학교,공립,11020700
중학교,사립,11020700
고등학교,사립,11020700
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020710
유치원,사립,11020720
유치원,사립,11020720
초등학교,공립,11020720
초등학교,사립,11020720
중학교,사립,11020720
고등학교,사립,11020720
유치원,사립,11020720
유치원,사립,11020720
초등학교,공립,11020720
초등학교,사립,11020720
중학교,사립,11020720
고등학교,사립,11020720
유치원,사립,11020720
유치원,사립,11020720
초등학교,공립,11020720
초등학교,사립,11020720
중학교,사립,11020720
고등학교,사립,11020720
유치원,사립,11020720
유치원,사립,11020720
